Key,English Words,Translation
more_options_fields_underline,More Optional Fields,കൂടുതൽ ഓപ്ഷനുകളുടെ ഫീൽഡുകൾ
charged_weight,Charged Weight,ചാർജ്ജ് ചെയ്ത ഭാരം
delivered_by,Delivered By,ഡെലിവർ ചെയ്ത വ്യക്തി
delivery_charge,Delivery Charge,ഡെലിവറി ചാർജ്ജ്
search_new_lr,search new lr,പുതിയ എൽ ആർ തിരയുക 
dispatch_remarks,Dispatch Remarks,അയച്ചതിൻ്റെ റിമാർക്കുകൾ
receive_remarks,Receive Remarks,കൈപ്പറ്റിയതിൻ്റെ റിമാർക്കുകൾ
select_option_search_by,Select Option Search By,ഓപ്ഷൻ സർച്ച് എന്നത് സെലക്റ്റ് ചെയ്യുക
not_authorised,Not Authorised,അംഗീകരിച്ചിട്ടില്ല
location_setting,Location settings,ലൊക്കേഷൻ്റെ സെറ്റിംഗുകൾ
fetch_failed,Fetch failed,കണ്ടുപിടിച്ചെടുക്കുന്നത് വിഫലമായി
terms_of_use,Terms of use,ഉപയോഗത്തിൻ്റെ നിബന്ധനകൾ
privacy_policy,Privacy policy,സ്വകാര്യതാനയം
data_pending_to_upload,Data pending to upload!,അപ് ലോഡ് ചെയ്യാൻ ബാക്കിയുള്ള ഡാറ്റ!
can_not_logout,Can not logout!,ലോഗ് ഔട്ട് ചെയ്യാൻ കഴിയുന്നില്ല!
unable_to_open_google_playstore,Unable to open Google Play Store,ഗൂഗിൾ പ്ലേ സ്റ്റോർ തുറക്കാൻ കഴിയുന്നില്ല
update_avaiable,Update available,അപ് ഡേറ്റ് ലഭ്യമാണ്
add_more_details,Add More Details,കൂടുതൽ വിവരങ്ങൾ ചേർക്കുക
show_less,Show less,കുറവ് കാണിക്കുക
add_receiver_details,Add Receiver Details,കൈപ്പറ്റുന്ന ആളിൻ്റെ വിവരങ്ങൾ ചേർക്കുക
add_sender_details,Add Sender Details,അയക്കുന്ന ആളിൻ്റെ വിവരങ്ങൾ ചേർക്കുക
validate_underline,Validate,സാധൂകരിക്കുക
label_rate_enquiry_underlined,Show Rate,നിരക്ക് കാണിക്കുക
remove_underline,Remove,നീക്കം ചെയ്യുക 
change_underline,Change,മാറ്റുക
msg_warning_payment,Please do not press back button or home button thought the payment for a better payment experience,പേമെൻ്റിൻ്റെ അനുഭവം കൂടുതൽ മെച്ചപ്പെട്ടതാവാൻ ദയവായി 'ബാക്ക്' ബട്ടൺ അല്ലെങ്കിൽ 'ഹോം' ബട്ടൺ അമർത്താതിരിക്കുക
msg_transfer_succesfully,You have successfully transferred old seats to new seats,നിങ്ങൾ പഴയ സീറ്റുകൾ പുതിയ സീറ്റുകളിലേക്ക് വിജയകരമായി മാറ്റിയിരിക്കുന്നു
msg_confirm_add_expense,Do you want to add expense ?,നിങ്ങൾ ചിലവ് ചേർക്കാൻ ആഗ്രഹിക്കുന്നുണ്ടോ?
msg_tnc_link,You agree to our Terms of Use agreement and Privacy Policy,"നിങ്ങൾ ഉപയോഗത്തിനുള്ള ഞങ്ങളുടെ നിബന്ധനകളും, സ്വകാര്യതാനയവും സമ്മതിക്കുന്നു"
msg_give_permission_blutooth_connnnect,Please give us bluetooth connect or nearby devices permission!!,"ദയവായി ബ്ലൂടൂത്തും, സമീപത്തുള്ള ഉപകരണങ്ങളുമായി കണക്ട് ചെയ്യാനുള്ള അനുവാദം ഞങ്ങൾക്ക് നൽകുക!!"
msg_give_permission_blutooth_scan,Please give us bluetooth scan permission!!,ദയവായി ബ്ലൂടൂത്ത് സ്കാൻ ചെയ്യാനുള്ള അനുവാദം ഞങ്ങൾക്ക് നൽകുക!
msg_per__read_storage,Please give us write storage permission!!,ദയവായി 'റൈറ്റ് സ്റ്റോറേജ്' അനുവാദം ഞങ്ങൾക്ക് നൽകുക!!
msg_per_write_storage,Please give us read storage permission!!,ദയവായി 'റീഡ് സ്റ്റോറേജ്' അനുവാദം ഞങ്ങൾക്ക് നൽകുക!!
msg_per_camera,Please give us camera permission!!,ദയവായി ഞങ്ങൾക്ക് ക്യാമറക്കുള്ള അനുവാദം നൽകുക!!
msg_check_pnp,Please agree to our Terms of Use agreement and Privacy Policy,"ദയവായി ഞങ്ങളുടെ ഉപയോഗനിബന്ധനകളും, സ്വകാര്യതാനയവും സമ്മതിക്കുക"
msg_monthly_rental,Monthly rental for this app is,ഈ ആപ്പിൻ്റെ മാസവാടക ___ ആണ്
msg_kindly_contact_reprensentative,Kindly contact your representative for more information.,കൂടുതൽ വിവരങ്ങൾക്ക് ദയവായി നിങ്ങളുടെ പ്രതിനിധിയുമായി ബന്ധപ്പെടുക
msg_not_access_to_app,Your access to app is not authorised or expired.,ഈ ആപ്പിൻ്റെ ഉപയോഗത്തിന് നിങ്ങൾക്ക് അനുവാദമില്ല അല്ലെങ്കിൽ കാലഹരണപ്പെട്ടിരിക്കുന്നു
msg_contact_maventech,Kindly contact the MavenTech Labs accounts team for assistance!,സഹായത്തിന് ദയവായി 'മാവെൻ ടെക് ലാബ്സ് അക്കൗണ്ട്സ് ടീമുമായി ബന്ധപ്പെടുക!
msg_new_update_avaible,New update for the app is available. Update the app to enjoy latest features!,ഈ ആപ്പിൻ്റെ പുതിയ അപ്ഡേറ്റ് ലഭ്യമാണ്. ഏറ്റവും പുതിയ ഉപാധികൾ ആസ്വദിക്കാൻ ആപ്പ് അപ്ഡേറ്റ് ചെയ്യുക!
msg_app_required_gps,App requires GPS to run! Change the location setting to enable GPS,ആപ്പ് ഉപയോഗിക്കാൻ ജി പി എസ് ആവശ്യമാണ്! ജി പി എസ് പ്രവർത്തനയോഗ്യമാക്കാൻ ലൊക്കേഷൻ്റെ സെറ്റിംഗുകൾ മാറ്റുക! 
msg_app_wont_work_without_permission,App won't work without the permission. Grant permission from settings,അനുവാദമില്ലാതെ ആപ്പ് പ്രവർത്തിക്കുകയില്ല. സെറ്റിംഗ്സിൽ നിന്ന് അനുവാദം നൽകുക.
msg_mobile_not_verified,Mobile number is not verified!,മൊബൈൽ നമ്പർ പ്രാമാണീകരിച്ചിട്ടില്ല!
msg_qr_less_amount_error,"Scanned amount is less than the total fare, Scan different QR or change the payment mode to continue the booking !","സ്കാൻ ചെയ്ത തുക മൊത്തം കൂലിയേക്കാൾ കുറവാണ്, വേറെ ക്യു ആർ സ്കാൻ ചെയ്യുകയോ അല്ലെങ്കിൽ ബുക്കിംഗ് തുടരുവാൻ പേമെൻ്റിൻ്റെ മോഡ് മാറ്റുകയോ ചെയ്യുക!"
msg_fill_info,Fill with customer Mobile number and Email ID(optional) to generate prepaid card against the mobile number.,"ഈ മൊബൈൽ നമ്പറിനു വേണ്ടി പ്രീപെയ്ഡ് കാർഡ് ഉണ്ടാക്കുവാൻ കസ്റ്റമറുടെ മൊബൈൽ നമ്പറും, ഇമെയിൽ ഐഡിയും (ഇച്ഛാനുസാരം) ചേർത്ത് പൂരിപ്പിക്കുക. "
msg_cover_warning_for_other_booking_type,Only Payment Type Paid Is Applicable For This Consignment Type,ഈ തരം ചരക്കിന് 'പെയ്ഡ്' എന്ന പേമെൻ്റ് രീതി മാത്രമേ ബാധകമായുള്ളൂ.
msg_packet_warning_for_other_booking_type,Payment Type should not be TO-PAY for this consignment type,ഈ തരം ചരക്കിന് 'ടു പേ' എന്ന പേമെൻ്റ് രീതി പാടില്ല. 
