Key,English Words,Translation
total_units,Total Units,ਕੁੱਲ ਇਕਾਈਆਂ
transaction_amount,Transaction amount,ਲੈਣ-ਦੇਣ ਦੀ ਰਕਮ
trans_amount,Transaction amount,ਲੈਣ-ਦੇਣ ਦੀ ਰਕਮ
transaction_code_,Transaction code,ਲੈਣ-ਦੇਣ ਦਾ ਕੋਡ
trans_dt_time,Transaction date time,ਲੈਣ-ਦੇਣ ਦੀ ਮਿਤੀ ਸਮਾਂ
transaction_id,Transaction Id,ਲੈਣ-ਦੇਣ ਆਈ.ਡੀ.
transaction_status,Transaction Status,ਲੈਣ-ਦੇਣ ਦੀ ਸਥਿਤੀ
transfer,Transfer,ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_all,Transfer all,ਸਭ ਟ੍ਰਾਂਸਫ਼ਰ ਕਰੋ
transfer_by_branch,Transfer By Branch,ਸ਼ਾਖਾ ਅਨੁਸਾਰ ਟ੍ਰਾਂਸਫ਼ਰ
transfer_by_user,Transfer By User,ਵਰਤੋਂਕਾਰ ਅਨੁਸਾਰ ਟ੍ਰਾਂਸਫਰ
transfer_branch,Transfer Branch,ਟ੍ਰਾਂਸਫਰ ਸ਼ਾਖਾ
transfer_date,Transfer Date,ਟ੍ਰਾਂਸਫਰ ਮਿਤੀ
error_transfer_insert,Transfer Failed! Try again,ਟ੍ਰਾਂਸਫ਼ਰ ਅਸਫਲ ਰਿਹਾ! ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ
label_transfer_from_branch,Transfer From Branch,ਸ਼ਾਖਾ ਤੋਂ ਟ੍ਰਾਂਸਫ਼ਰ ਕਰੋ
label_transfer_from_city,Transfer From City,ਸ਼ਹਿਰ ਤੋਂ ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_luggage,Transfer Luggage,ਸਮਾਨ ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_new,Transfer New,ਨਵਾਂ ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_receive,Transfer Receive,ਟ੍ਰਾਂਸਫਰ ਰਿਸੀਵ
msg_transfer_success,Transfer Success,ਟ੍ਰਾਂਸਫ਼ਰ ਸਫਲ
transfer_to,Transfer To,ਇਸ ਨੂੰ ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_to_branch,Transfer To Branch,ਸ਼ਾਖਾ ਨੂੰ ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_to_city,Transfer To City,ਸ਼ਹਿਰ ਨੂੰ ਟ੍ਰਾਂਸਫਰ ਕਰੋ
transfer_type,Transfer Type,ਟ੍ਰਾਂਸਫਰ ਦੀ ਕਿਸਮ
transporter_name,Transporter Name,ਟ੍ਰਾਂਸਪੋਰਟਰ ਦਾ ਨਾਮ
tv_trip_name,Trip name,ਯਾਤਰਾ ਦਾ ਨਾਮ
type_of_collection,Type of collection,ਸੰਗ੍ਰਹਿ ਦੀ ਕਿਸਮ
type_of_goods,Type of goods,ਮਾਲ ਦੀ ਕਿਸਮ
units,Units,ਇਕਾਈਆਂ
unknown,Unknown,ਅਗਿਆਤ
upi_qr,UPI QR,ਯੂ.ਪੀ.ਆਈ. ਕਿਉ.ਆਰ.
upload_receiver_image,Upload Receiver Image,ਪ੍ਰਾਪਤਕਰਤਾ ਦਾ ਚਿੱਤਰ ਅੱਪਲੋਡ ਕਰੋ
upload_receiver_image_and_id,Upload Receiver Image and Id,ਪ੍ਰਾਪਤਕਰਤਾ ਦਾ ਚਿੱਤਰ ਅਤੇ ਆਈ.ਡੀ. ਅੱਪਲੋਡ ਕਰੋ
upload_receiver_id_image,Upload Receiver Id Image,ਪ੍ਰਾਪਤਕਰਤਾ ਦਾ ਆਈ.ਡੀ. ਚਿੱਤਰ ਅੱਪਲੋਡ ਕਰੋ
upload_sender_id_image,Upload Sender ID Image,ਭੇਜਣ ਵਾਲੇ ਦਾ ਆਈ.ਡੀ. ਚਿੱਤਰ ਅੱਪਲੋਡ ਕਰੋ
upload_sender_image,Upload Sender Image,ਭੇਜਣ ਵਾਲੇ ਦਾ ਚਿੱਤਰ ਅੱਪਲੋਡ ਕਰੋ
label_usages,Usage :,ਵਰਤੋਂ:
label_user_location,User Location Point :,ਵਰਤੋਂਕਾਰ ਟਿਕਾਣਾ ਬਿੰਦੂ:
valid,Valid,ਵੈਧ
validate,Validate,ਪ੍ਰਮਾਣਿਤ ਕਰਨਾ
validate_boarding,Validate Boarding for seat,ਸੀਟ ਲਈ ਬੋਰਡਿੰਗ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
validate_with_pin,Validation with pin,ਪਿੰਨ ਨਾਲ ਪ੍ਰਮਾਣਿਕਤਾ
validity,Validity,ਵੈਧਤਾ
valuation_charge,Valuation Charge,ਮੁਲਾਂਕਣ ਖਰਚਾ
vehicle,Vehicle,ਵਾਹਨ
label_vehicle_wise,vehicle wise,ਵਾਹਨ ਅਨੁਸਾਰ
vehicle_wise,vehicle wise,ਵਾਹਨ ਅਨੁਸਾਰ
vehicle_wise_challan_wise_summary,Vehicle-wise Challan-wise Summary,ਵਾਹਨ-ਵਾਰ ਚਲਾਨ-ਵਾਰ ਸਾਰਾਂਸ਼
dispatch_report_type_2,Vehicle-wise Summary (Cancelled dispatch),ਵਾਹਨ-ਵਾਰ ਸਾਰਾਂਸ਼ (ਰੱਦ ਕੀਤੀ ਡਿਸਪੈਚ)
verify,Verify,ਪੁਸ਼ਟੀ ਕਰੋ
verification_status,Verification Status,ਪੁਸ਼ਟੀਕਰਨ ਸਥਿਤੀ
version_name,Version name,ਵਰਜਨ ਦਾ ਨਾਮ
view_coupons,View Coupons,ਕੂਪਨ ਦੇਖੋ
voucher_success,Voucher success,ਵਾਊਚਰ ਸਫਲਤਾ
weight_charge,Weight Charge,ਭਾਰ ਖਰਚਾ
blocked_lrno_is,Blocked LRNO is,ਬਲੌਕ ਕੀਤਾ ਐਲ.ਆਰ.ਐਨ.ਓ. ਹੈ
label_GPS_config_fail,Bus not assigned or GPS not configured.,ਬੱਸ ਨਿਰਧਾਰਤ ਨਹੀਂ ਕੀਤੀ ਗਈ ਜਾਂ ਜੀ.ਪੀ.ਐਸ. ਕੌਂਫਿਗਰ ਨਹੀਂ ਕੀਤਾ ਗਿਆ।
click_swipe_machine,Click preferred swipe machine type to proceed,ਅੱਗੇ ਵਧਣ ਲਈ ਤਰਜੀਹੀ ਸਵਾਈਪ ਮਸ਼ੀਨ ਦੀ ਕਿਸਮ 'ਤੇ ਕਲਿੱਕ ਕਰੋ
inactive_trip,Currently all sub-routes are closed !,ਫ਼ਿਲਹਾਲ ਸਾਰੇ ਉਪ-ਰੂਟ ਬੰਦ ਹਨ!
change_destination_branch,Do you want to change the Destination Branch?,ਕੀ ਤੁਸੀਂ ਮੰਜ਼ਿਲ ਸ਼ਾਖਾ ਨੂੰ ਬਦਲਣਾ ਚਾਹੁੰਦੇ ਹੋ?
enter_4_digits_pin,Enter 4 digits pin,੪ ਅੰਕਾਂ ਦਾ ਪਿੰਨ ਦਾਖਲ ਕਰੋ
msg_if_you_have_forgotten,"*If you have forgotten the saved pattern , logout,login and create a new pattern","*ਜੇ ਤੁਸੀਂ ਸੇਵ ਕੀਤੇ ਪੈਟਰਨ ਨੂੰ ਭੁੱਲ ਗਏ ਹੋ, ਤਾਂ ਲੌਗਆਉਟ ਕਰਕੇ ਲੌਗਇਨ ਕਰੋ ਅਤੇ ਨਵਾਂ ਪੈਟਰਨ ਬਣਾਓ"
payment_modes_not_loaded,Payment modes list is not loaded!,ਭੁਗਤਾਨ ਮੋਡਾਂ ਦੀ ਸੂਚੀ ਲੋਡ ਨਹੀਂ ਕੀਤੀ ਗਈ ਹੈ!
label_select_ewaybill,Please Select At Least One Eway Bill,ਕਿਰਪਾ ਕਰਕੇ ਘੱਟੋ-ਘੱਟ ਇੱਕ ਈਵੇ ਬਿੱਲ ਚੁਣੋ
qr_valid_fail,QR validation failed,ਕਿਉ.ਆਰ. ਪ੍ਰਮਾਣਿਕਤਾ ਅਸਫਲ ਰਹੀ
rate_entered_for_party,Rate Entered For Party Booking Does Not Match Assigned Rate!,ਪਾਰਟੀ ਬੁਕਿੰਗ ਲਈ ਦਾਖਲ ਕੀਤੀ ਦਰ ਨਿਰਧਾਰਤ ਦਰ ਨਾਲ ਮੇਲ ਨਹੀਂ ਖਾਂਦੀ!
msg_confirm_non_report_seat,Seat will be non-reported by following action.,ਅਗਲੀ ਕਾਰਵਾਈ ਕਰਕੇ ਸੀਟ ਨੂੰ ਗੈਰ-ਰਿਪੋਰਟ ਕੀਤਾ ਜਾਵੇਗਾ।
message_ewaybilt_different_transporter,Transporter-ID does not match to yours,ਟ੍ਰਾਂਸਪੋਰਟਰ-ਆਈ.ਡੀ. ਤੁਹਾਡੇ ਨਾਲ ਮੇਲ ਨਹੀਂ ਖਾਂਦੀ
trip_detail_not_found_error,Trip Details Not Found For Selected Chart Date,ਚੁਣੀ ਗਈ ਚਾਰਟ ਮਿਤੀ ਲਈ ਯਾਤਰਾ ਦੇ ਵੇਰਵੇ ਨਹੀਂ ਮਿਲੇ
volumetric_inch,Volumetric Weight(KG) =(Length*Width*Height*16.3871/5000),ਵੋਲਯੂਮੈਟ੍ਰਿਕ ਵਜ਼ਨ (ਕਿ.ਗ੍ਰਾ.) = (ਲੰਬਾਈ*ਚੌੜਾਈ*ਉਚਾਈ*੧੬.੩੮੭੧/੫੦੦੦)
volumetric_cm,Volumetric Weight(KG) =(Length*Width*Height/5000),ਵੋਲਯੂਮੈਟ੍ਰਿਕ ਵਜ਼ਨ (ਕਿ.ਗ੍ਰਾ.) = (ਲੰਬਾਈ*ਚੌੜਾਈ*ਉਚਾਈ//੫੦੦੦)
volumetric_mm,Volumetric Weight(KG) =(Length*Width*Height/5000000),ਵੋਲਯੂਮੈਟ੍ਰਿਕ ਵਜ਼ਨ (ਕਿ.ਗ੍ਰਾ.) = (ਲੰਬਾਈ*ਚੌੜਾਈ*ਉਚਾਈ/੫੦੦੦੦੦੦)
booking_reprint,Booking reprint,ਬੁਕਿੰਗ ਮੁੜ-ਪ੍ਰਿੰਟ ਕਰੋ
booking_cancel,Booking cancel,ਬੁਕਿੰਗ ਰੱਦ ਕਰੋ 
delivery_cancel,Delivery cancel,ਡਿਲੀਵਰੀ ਰੱਦ ਕਰੋ
delivery_reprint,Delivery reprint,ਡਿਲੀਵਰੀ ਮੁੜ-ਪ੍ਰਿੰਟ ਕਰੋ
booking_date_and_time,Booking Date & Time,ਬੁਕਿੰਗ ਦੀ ਮਿਤੀ ਅਤੇ ਸਮਾਂ
way_bill_no_lr_no,Way Bill No (LR No.),ਵੇਅ ਬਿੱਲ ਨੰਬਰ (ਐਲ.ਆਰ. ਨੰਬਰ)
reprint_duplicate_copy,REPRINT (DUPLICATE COPY),ਦੁਬਾਰਾ ਪ੍ਰਿੰਟ ਕਰੋ (ਡੁਪਲੀਕੇਟ ਕਾਪੀ)
delivery_date_and_time,Delivery Date & Time,ਡਿਲੀਵਰੀ ਦੀ ਮਿਤੀ ਅਤੇ ਸਮਾਂ
received_date_and_time,Received Date & Time,ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਮਿਤੀ ਅਤੇ ਸਮਾਂ
more_options_underline,More Options,ਹੋਰ ਵਿਕਲਪ
more_options_fields_underline,More Optional Fields,ਹੋਰ ਵਿਕਲਪਕ ਖੇਤਰ
charged_weight,Charged Weight,ਖਰਚੇ ਯੋਗ ਭਾਰ
delivered_by,Delivered By,ਡਿਲੀਵਰ ਕਰਤਾ
delivery_charge,Delivery Charge,ਡਿਲੀਵਰੀ ਖਰਚਾ
search_new_lr,search new lr,ਨਵਾਂ ਐਲ.ਆਰ. ਖੋਜੋ
dispatch_remarks,Dispatch Remarks,ਡਿਸਪੈਚ ਟਿੱਪਣੀਆਂ
receive_remarks,Receive Remarks,ਟਿੱਪਣੀਆਂ ਪ੍ਰਾਪਤ ਕਰੋ
select_option_search_by,Select Option Search By,ਇਸ ਅਨੁਸਾਰ ਵਿਕਲਪ ਚੁਣੋ
not_authorised,Not Authorised,ਅਧਿਕਾਰਤ ਨਹੀਂ ਹੈ
location_setting,Location settings,ਟਿਕਾਣਾ ਸੈਟਿੰਗਾਂ
fetch_failed,Fetch failed,ਪ੍ਰਾਪਤ ਕਰਨਾ ਅਸਫਲ ਰਿਹਾ
terms_of_use,Terms of use,ਵਰਤੋ ਦੀਆਂ ਸ਼ਰਤਾਂ
privacy_policy,Privacy policy,ਪਰਦੇਦਾਰੀ ਨੀਤੀ
data_pending_to_upload,Data pending to upload!,ਅੱਪਲੋਡਯੋਗ ਬਕਾਇਆ ਡਾਟਾ!
can_not_logout,Can not logout!,ਲੌਗਆਉਟ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ!
unable_to_open_google_playstore,Unable to open Google Play Store,ਗੂਗਲ ਪਲੇਅ ਸਟੋਰ ਖੋਲ੍ਹਣ ਵਿੱਚ ਅਸਮਰੱਥ
update_avaiable,Update available,ਅੱਪਡੇਟ ਉਪਲਬਧ ਹੈ
add_more_details,Add More Details,ਹੋਰ ਵੇਰਵੇ ਸ਼ਾਮਲ ਕਰੋ
show_less,Show less,ਘੱਟ ਦਿਖਾਓ
add_receiver_details,Add Receiver Details,ਪ੍ਰਾਪਤਕਰਤਾ ਦੇ ਵੇਰਵੇ ਸ਼ਾਮਲ ਕਰੋ
add_sender_details,Add Sender Details,ਭੇਜਣ ਵਾਲੇ ਦੇ ਵੇਰਵੇ ਸ਼ਾਮਲ ਕਰੋ
validate_underline,Validate,ਪ੍ਰਮਾਣਿਤ
label_rate_enquiry_underlined,Show Rate,ਦਰ ਦਿਖਾਓ
remove_underline,Remove,ਹਟਾਓ
change_underline,Change,ਬਦਲੋ
msg_warning_payment,Please do not press back button or home button thought the payment for a better payment experience,ਕਿਰਪਾ ਕਰਕੇ ਇੱਕ ਬਿਹਤਰ ਭੁਗਤਾਨ ਅਨੁਭਵ ਲਈ ਭੁਗਤਾਨ ਪ੍ਰਕਿਰਿਆ ਦੌਰਾਨ 'ਪਿੱਛੇ' ਬਟਨ ਜਾਂ 'ਹੋਮ' ਬਟਨ ਨੂੰ ਨਾ ਦਬਾਓ
msg_transfer_succesfully,You have successfully transferred old seats to new seats,ਤੁਸੀਂ ਸਫਲਤਾਪੂਰਵਕ ਪੁਰਾਣੀਆਂ ਸੀਟਾਂ ਨੂੰ ਨਵੀਆਂ ਸੀਟਾਂ 'ਤੇ ਤਬਦੀਲ ਕਰ ਦਿੱਤਾ ਹੈ
msg_confirm_add_expense,Do you want to add expense ?,ਕੀ ਤੁਸੀਂ ਖਰਚਾ ਸ਼ਾਮਲ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ?
msg_tnc_link,You agree to our Terms of Use agreement and Privacy Policy,ਤੁਸੀਂ ਸਾਡੀ ਵਰਤੋਂ ਦੀਆਂ ਸ਼ਰਤਾਂ ਦੇ ਇਕਰਾਰਨਾਮੇ ਅਤੇ ਪਰਦੇਦਾਰੀ ਨੀਤੀ ਨਾਲ ਸਹਿਮਤ ਹੋ
msg_give_permission_blutooth_connnnect,Please give us bluetooth connect or nearby devices permission!!,ਕਿਰਪਾ ਕਰਕੇ ਸਾਨੂੰ ਬਲੂਟੁੱਥ ਕਨੈਕਟ ਜਾਂ ਨੇੜਲੇ ਡੀਵਾਈਸਾਂ ਦੀ ਇਜਾਜ਼ਤ ਦਿਓ!!
msg_give_permission_blutooth_scan,Please give us bluetooth scan permission!!,ਕਿਰਪਾ ਕਰਕੇ ਸਾਨੂੰ ਬਲੂਟੁੱਥ ਸਕੈਨ ਦੀ ਇਜਾਜ਼ਤ ਦਿਓ!!
msg_per__read_storage,Please give us write storage permission!!,ਕਿਰਪਾ ਕਰਕੇ ਸਾਨੂੰ ਸਟੋਰੇਜ ਦਾ ਸੰਪਾਦਨ ਕਰਨ ਦੀ ਇਜਾਜ਼ਤ ਦਿਓ!!
msg_per_write_storage,Please give us read storage permission!!,ਕਿਰਪਾ ਕਰਕੇ ਸਾਨੂੰ ਸਟੋਰੇਜ ਪੜ੍ਹਨ ਦੀ ਇਜਾਜ਼ਤ ਦਿਓ!!
msg_per_camera,Please give us camera permission!!,ਕਿਰਪਾ ਕਰਕੇ ਸਾਨੂੰ ਕੈਮਰੇ ਦੀ ਇਜਾਜ਼ਤ ਦਿਓ!!
msg_check_pnp,Please agree to our Terms of Use agreement and Privacy Policy,ਕਿਰਪਾ ਕਰਕੇ ਸਾਡੀ ਵਰਤੋਂ ਦੀਆਂ ਸ਼ਰਤਾਂ ਦੇ ਇਕਰਾਰਨਾਮੇ ਅਤੇ ਪਰਦੇਦਾਰੀ ਨੀਤੀ ਨਾਲ ਸਹਿਮਤ ਹੋਵੋ
msg_monthly_rental,Monthly rental for this app is,ਇਸ ਐਪ ਲਈ ਮਹੀਨਾਵਾਰ ਕਿਰਾਇਆ ਹੈ:
msg_kindly_contact_reprensentative,Kindly contact your representative for more information.,ਵਧੇਰੇ ਜਾਣਕਾਰੀ ਲਈ ਕਿਰਪਾ ਕਰਕੇ ਆਪਣੇ ਪ੍ਰਤੀਨਿਧੀ ਨਾਲ ਸੰਪਰਕ ਕਰੋ।
msg_not_access_to_app,Your access to app is not authorised or expired.,ਐਪ ਤੱਕ ਤੁਹਾਡੀ ਪਹੁੰਚ ਅਧਿਕਾਰਤ ਨਹੀਂ ਹੈ ਜਾਂ ਮਿਆਦ ਸਮਾਪਤ ਹੋ ਗਈ ਹੈ।
msg_contact_maventech,Kindly contact the MavenTech Labs accounts team for assistance!,ਕਿਰਪਾ ਕਰਕੇ ਸਹਾਇਤਾ ਲਈ ਮਾਵੇਨਟੈਕ ਲੈਬਜ਼ ਅਕਾਊਂਟਸ ਟੀਮ ਨਾਲ ਸੰਪਰਕ ਕਰੋ!
msg_new_update_avaible,New update for the app is available. Update the app to enjoy latest features!,ਐਪ ਲਈ ਨਵਾਂ ਅਪਡੇਟ ਉਪਲਬਧ ਹੈ। ਨਵੀਨਤਮ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਦਾ ਅਨੰਦ ਮਾਣਨ ਲਈ ਐਪ ਨੂੰ ਅੱਪਡੇਟ ਕਰੋ!
msg_app_required_GPS,App requires GPS to run! Change the location setting to enable GPS,ਐਪ ਨੂੰ ਚਲਾਉਣ ਲਈ ਜੀ.ਪੀ.ਐਸ. ਦੀ ਲੋੜ ਹੈ! ਜੀ.ਪੀ.ਐਸ. ਨੂੰ ਚਾਲੂ ਕਰਨ ਲਈ ਟਿਕਾਣਾ ਸੈਟਿੰਗ ਬਦਲੋ
msg_app_wont_work_without_permission,App won't work without the permission. Grant permission from settings,ਐਪ ਇਜਾਜ਼ਤ ਤੋਂ ਬਿਨਾਂ ਕੰਮ ਨਹੀਂ ਕਰੇਗੀ। ਸੈਟਿੰਗਾਂ ਵਿੱਚੋਂ ਇਜਾਜ਼ਤ ਦਿਓ
msg_mobile_not_verified,Mobile number is not verified!,ਮੋਬਾਈਲ ਨੰਬਰ ਦੀ ਪੁਸ਼ਟੀ ਨਹੀਂ ਹੋਈ ਹੈ!
msg_qr_less_amount_error,"Scanned amount is less than the total fare, Scan different QR or change the payment mode to continue the booking !","ਸਕੈਨ ਕੀਤੀ ਰਕਮ ਕੁੱਲ ਕਿਰਾਏ ਤੋਂ ਘੱਟ ਹੈ, ਬੁਕਿੰਗ ਜਾਰੀ ਰੱਖਣ ਲਈ ਵੱਖ-ਵੱਖ ਕਿਉ.ਆਰ. ਸਕੈਨ ਕਰੋ ਜਾਂ ਭੁਗਤਾਨ ਮੋਡ ਬਦਲੋ!"
msg_fill_info,Fill with customer Mobile number and Email ID(optional) to generate prepaid card against the mobile number.,ਮੋਬਾਈਲ ਨੰਬਰ ਦੇ ਵਿਰੁੱਧ ਪ੍ਰੀਪੇਡ ਕਾਰਡ ਬਣਾਉਣ ਲਈ ਗਾਹਕ ਮੋਬਾਈਲ ਨੰਬਰ ਅਤੇ ਈਮੇਲ ਆਈ.ਡੀ. (ਵਿਕਲਪਕ) ਨਾਲ ਭਰੋ।
msg_cover_warning_for_other_booking_type,Only Payment Type Paid Is Applicable For This Consignment Type,ਇਸ ਖੇਪ ਦੀ ਕਿਸਮ ਲਈ ਸਿਰਫ਼ ਭੁਗਤਾਨ ਦੀ ਕਿਸਮ ਹੀ ਲਾਗੂ ਹੁੰਦੀ ਹੈ
msg_packet_warning_for_other_booking_type,Payment Type should not be TO-PAY for this consignment type,ਇਸ ਖੇਪ ਦੀ ਕਿਸਮ ਲਈ ਭੁਗਤਾਨ ਦੀ ਕਿਸਮ ਟੂ-ਪੇਅ ਨਹੀਂ ਹੋਣੀ ਚਾਹੀਦੀ
